review_id,annotation_id,reason,frame_paths,current_assessment,question,response_status,corrected_element_type,corrected_map_side,corrected_lane_color,corrected_element_team,notes
MR91119257-008,E014,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000065_0000214000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000066_0000215000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000067_0000217500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000068_0000220000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000069_0000221000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-008,E014,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000065_0000214000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000066_0000215000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000067_0000217500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000068_0000220000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000069_0000221000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-009,E021,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000100_0000364000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000101_0000365000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000102_0000367500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000103_0000370000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000104_0000371000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-009,E021,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000100_0000364000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000101_0000365000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000102_0000367500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000103_0000370000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000104_0000371000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-009,E021,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000100_0000364000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000101_0000365000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000102_0000367500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000103_0000370000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000104_0000371000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-009,E021,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000100_0000364000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000101_0000365000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000102_0000367500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000103_0000370000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000104_0000371000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-009,E021,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000100_0000364000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000101_0000365000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000102_0000367500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000103_0000370000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000104_0000371000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-009,E021,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000100_0000364000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000101_0000365000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000102_0000367500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000103_0000370000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000104_0000371000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-010,E028,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000135_0000564000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000136_0000565000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000137_0000567500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000138_0000570000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000139_0000571000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-010,E028,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000135_0000564000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000136_0000565000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000137_0000567500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000138_0000570000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000139_0000571000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-010,E028,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000135_0000564000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000136_0000565000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000137_0000567500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000138_0000570000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000139_0000571000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-010,E028,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000135_0000564000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000136_0000565000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000137_0000567500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000138_0000570000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000139_0000571000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-010,E028,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000135_0000564000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000136_0000565000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000137_0000567500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000138_0000570000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000139_0000571000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-010,E028,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000135_0000564000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000136_0000565000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000137_0000567500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000138_0000570000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000139_0000571000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-011,E029,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000140_0000579000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000141_0000580000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000142_0000582500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000143_0000585000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000144_0000586000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-011,E029,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000140_0000579000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000141_0000580000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000142_0000582500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000143_0000585000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000144_0000586000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-011,E029,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000140_0000579000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000141_0000580000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000142_0000582500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000143_0000585000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000144_0000586000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-011,E029,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000140_0000579000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000141_0000580000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000142_0000582500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000143_0000585000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000144_0000586000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-011,E029,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000140_0000579000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000141_0000580000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000142_0000582500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000143_0000585000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000144_0000586000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-011,E029,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000140_0000579000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000141_0000580000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000142_0000582500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000143_0000585000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000144_0000586000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-012,E030,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000145_0000599000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000146_0000600000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000147_0000602500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000149_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000151_0000606000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-012,E030,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000145_0000599000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000146_0000600000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000147_0000602500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000149_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000151_0000606000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-012,E030,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000145_0000599000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000146_0000600000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000147_0000602500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000149_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000151_0000606000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-012,E030,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000145_0000599000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000146_0000600000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000147_0000602500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000149_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000151_0000606000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-012,E030,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000145_0000599000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000146_0000600000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000147_0000602500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000149_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000151_0000606000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-012,E030,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000145_0000599000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000146_0000600000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000147_0000602500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000149_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000151_0000606000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-013,E031,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000148_0000604000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000150_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000152_0000607500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000153_0000610000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000154_0000611000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-013,E031,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000148_0000604000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000150_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000152_0000607500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000153_0000610000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000154_0000611000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-013,E031,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000148_0000604000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000150_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000152_0000607500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000153_0000610000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000154_0000611000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-013,E031,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000148_0000604000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000150_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000152_0000607500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000153_0000610000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000154_0000611000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-013,E031,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000148_0000604000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000150_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000152_0000607500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000153_0000610000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000154_0000611000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-013,E031,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000148_0000604000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000150_0000605000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000152_0000607500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000153_0000610000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000154_0000611000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-014,E032,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000155_0000619000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000156_0000620000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000157_0000622500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000158_0000625000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000159_0000626000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-014,E032,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000155_0000619000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000156_0000620000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000157_0000622500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000158_0000625000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000159_0000626000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-014,E032,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000155_0000619000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000156_0000620000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000157_0000622500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000158_0000625000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000159_0000626000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-014,E032,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000155_0000619000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000156_0000620000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000157_0000622500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000158_0000625000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000159_0000626000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-014,E032,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000155_0000619000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000156_0000620000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000157_0000622500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000158_0000625000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000159_0000626000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-014,E032,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000155_0000619000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000156_0000620000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000157_0000622500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000158_0000625000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000159_0000626000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-015,E050,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000245_0000864000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000246_0000865000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000247_0000867500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000248_0000870000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000249_0000871000ms.png,ambiguous,Are multiple plausible targets visible in this frame group?,,,,,,
MR91119257-015,E050,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000245_0000864000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000246_0000865000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000247_0000867500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000248_0000870000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000249_0000871000ms.png,ambiguous,Which visible target should be associated with this annotation?,,,,,,
MR91119257-015,E050,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000245_0000864000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000246_0000865000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000247_0000867500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000248_0000870000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000249_0000871000ms.png,ambiguous,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-015,E050,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000245_0000864000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000246_0000865000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000247_0000867500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000248_0000870000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000249_0000871000ms.png,ambiguous,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-015,E050,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000245_0000864000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000246_0000865000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000247_0000867500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000248_0000870000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000249_0000871000ms.png,ambiguous,Does the frame independently support the annotation?,,,,,,
MR91119257-016,E060,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000295_0001004000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000296_0001005000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000297_0001007500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000298_0001010000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000299_0001011000ms.png,ambiguous,Are multiple plausible targets visible in this frame group?,,,,,,
MR91119257-016,E060,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000295_0001004000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000296_0001005000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000297_0001007500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000298_0001010000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000299_0001011000ms.png,ambiguous,Which visible target should be associated with this annotation?,,,,,,
MR91119257-016,E060,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000295_0001004000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000296_0001005000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000297_0001007500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000298_0001010000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000299_0001011000ms.png,ambiguous,"Is this the Green, Blue, or Yellow lane?",,,,,,
